author,date,kor_title,eng_title,kor_abstract,eng_abstract
조남용,2004.04,체육수업에서 개별화수업모형의 설계 및 적용 사례,A Case Study on Personalized System for Instruction in Teaching Physical Education,"현재 수업연구의 동향은 수업효율성을 극대화 하는 측면으로 연구가 이루어지고 있다. 수업을 보다 더 잘하고 싶어 하는 것은 모든 체육교수자들의 고민일진대, 수업연구는 체육교수자들의 수업개선에 별다른 도움이 되지 않아 보인다. 연구자는 이러한 문제의식을 갖고 개인차를 고려한 개별화수업모형을 설계하게 되었다. 설계과정을 구체적으로 드러냄으로써 수업개선 욕구를 지닌 체육교수자들에게 조금이나마 도움이 될 것이다. 서울 D 교육청 소속의 5 중학교의 정교사를 사례교사로 선정하여 중학교 3학년 1개 학급을 1년 동안 연구자와 함께 개별화수업모형을 설계하고 적용하였다. 수업의 효과보다는 수업설계에 초점을 두었기 때문에 수업설계상에서 겪은 어려움과 그 해결방안은 구체적으로 상술하였다. 교육전문가들을 대상으로 공개수업을 2회 실시하였고, 긍정적인 반응과 향후 수업개선에 도움이 될 만한 정보를 제공받았다. 수업설계과정은 문제의식과 모형선정, 학습단원의 선정 및 조직, 개인학습지의 구성, 동영상자료의 수집, 교육전문가들의 의견, 수업설계과정의 반성 측면에서 제시하였다. 이를 통해 수업개선의 구체적인 흐름을 보여줄 수 있을 것이다.","The purpose of this study was to describe the meaning of Self-Directed Learning, the object of the 7th National curriculum, to design the Personalized System for Instruction(PSI), and to verify the applicability of PSI. PSI empowers students to be self-directed learners and does teachers to be experts. Because PSI allot the role to each individual(teacher and student). The personal workbook and making workbook process were given for the teachers trying to teacher better. The applicability of PSI was verified Experts group(principal. vice principal. supervisor, and other P. E. teachers) from around the D educational district .They also commented this was a nice try and it would be provide physical education with bright future. Finally, the considerations from the case teacher`s experience were summarized for the future research and inquiry."
허정훈,2004.04,체육교사의 전문성과 아동의 교사 만족도와의 관계,The Effects of Physical Education Specialists` Expertise on the Children`s Satisfaction about Elementary School Teachers,"본 연구는 체육전담교사가 초등학교 아동들의 교사만족도에 어떠한 효과를 미치는지 규명하는데 그 목적이 있다. 연구의 참여자는 서울시 소재 4개의 초등학교 6학년 학생 360명(남: 181명, 여: 179명)을 집락표집 하였다. 자료조사는 체육수업에 대한 아동들의 교사만족도 검사지를 사용하였다. 이 검사지는 교사자질, 교사수업활동성, 수업효과만족도의 3개요인 층 13문항 5점 Likert척도(1점: 전혀 그럴지 않다~5점: 매우 그럴다)로 구성되었다. 내용타당도와 안면타당도, 요인타당도를 검증하였고, 신뢰도 검증결과 Cronbach`a α= .83-.87로 높게 나타났다. 성과 전담/담임 여부를 독립변인으로 교사만족도 하위 3개 요인을 종속변인으로 이원변량분석을 실시한 결과 첫째, 초등학생들의 교사자질에 대한 만족도는 담임교사에 비해 전담교사에서 더 높게 나타났다. 둘째, 수업활동 만족도는 성과 전담/담임 여부에서 차이가 나타났는데 남학생이 여학생보다 수업활동 만족도가 놓았고, 담임교사보다 체육전담교사에게 더 높은 만족도를 나타냈다. 마지막으로 수업효과에 대한 만족도 역시 남학생이 여학생보다 더 높은 만족도를 나타냈고, 담임교사 보다 체육전담교사에 대해 더 놓은 만족도를 나타냈다. 이러한 절과는 체육전담교사가 교사자질, 수업활동, 수업효과의 측면에서 아동들에게 더 높은 만족도를 보여주고 있으며 이는 초등교육현장에서 체육교사전담제의 필요성을 역설하는 것이다.","The purpose of this study was to investigate the degree of students` satisfaction to physical education specialists(a gym teacher) who teaches the physical education. A total of 360 sixth grade -aged male and female students completed the questionnaires of children`s satisfaction. Two-way ANOVA of obtained data revealed three points. First, There were differences between types of teachers and the degree of students` satisfaction in PE class in the elementary schools. The examination indicated that the degrees of students` satisfaction to PE teachers is much higher than classroom teachers. Second, the degree of students` satisfaction to teachers` activities was affected by gender of students and more largely affected by the types of teachers. It was found that the degrees of students` satisfaction taught by PE teachers were much higher the students taught by classroom teachers. Finally, the degrees of students` satisfaction to the effects of PE classes were not only affected by the gender of students but also affected by the types of teachers. The results clearly showed that it was more effective for boys than for girls and the degrees of students` satisfaction taught by PE specialists were higher than classroom teachers. The results of this study discussed in relation to the issues of Twa (1982) and Song (1996)."
신기철,2004.04,체육전공 중등교원자격소지 초등교사의 교직 적응 분석,The Occupational Adjustment of the Elementary Teachers with Secondary School Physical Education Teaching Certificate(SSPETC): Their Troubles and Coping Strategies in the Occupational Adapting Process,"본 연구는 중등교원 양성을 위한 교육을 이수하여 중등 체육 교원 자격을 받았으나 소정의 보수 교육을 거쳐 초등교사로 임용된 교사(중초교사)들이 교직에 적응해 가는 과정을 분석하는 데 그 목적이 있다. 특히 그들의 교사 사회화 과정과 교직 입문 과정에서 겪는 갈등 및 그 해결 전략에 주목하였다. 이를 위해서 심층면담과 관련 문서 및 비참여 관찰 등을 통해 자료를 수집하고 Glaser와 Strauss(1907)가 제안한 항시비교법을 활용하여 자료를 분석하였다. 이와 같이 중초교사에 주목한 이유는 이들의 교사 사회화가 특이하다는 점에 있다. 즉, 중등교원을 지망하고 그에 따른 직전교사교육을 받았으나 결과적으로 초등교원으로서 교직에 입문하게 된 그들은 일반 정규 교육대학 출신 교사의 교직 적응 과정과 유사하면서도 뚜렷한 차이를 나타낼 것으로 판단되었기 때문이다. 본 연구의 결과, 중초교사들이 교직에 입문하여 직면하는 갈등의 핵심은 `중등 출신`과 관련되었다. 따라서 중초교사의 교직 적응 과정은 `중등 출신`을 극복해 가는, 다시 말해서 초등교사로서의 정체성을 확보해 가는 과정으로 나타났다. 중초교사들이 겪는 갈등의 영역은 초임교사의 교사 사회화 연구에서 밝혀진 것처럼 교과지도, 학교업무, 대인관계 등이었으며 그러한 갈등을 해결하고 적응하는 전략으로서 순응, 열정과 성실, 동일시 등이 발견되었다. 이러한 연구 결과는 중초교사에 대해서도 현장 지원 프로그램과 현직교사교육이 면밀하게 기획되고 실천되어야 함을 시사했다.","The purpose of this study was to understand the occupational adjustment of the elementary teachers with secondary school physical education teaching certification(SSPETC) during the years of their first service in the elementary school. The principles of the constant comparative method of analysis proposed by Glaser and Strauss in 1967, were used to interviews, document analysis, and non-participant observation The four teachers with SSPETC finally took up teaching as the elementary teachers and their socialization processes were more or less different from those of the ordinary elementary school teachers. The core of troubles they had encountered was that they graduated `the college of education for secondary education`. Therefore, the occupational adapting processes of the teachers with SSPETC were to solve out those troubles. Exactly it was the process for them to demonstrate the professional identity as the elementary teachers. The areas of troubles included teaching subjects, school work, and relationship with other teachers. The solving strategies which secondary-elementary teachers utilized were as followings: accepting, passion and commitment, and putting themselves on a par with ordinary novice elementary teachers. These results have the implications about teacher support program or in-service teacher education."
이재용,2004.04,체육에서의 수치의 전당에 대한 예비교사의 인식,Preservice Teachers` Perceptions of Appropriate Activities in Elementary Physical Education,"본 논문은 예비교사들이 초등체육에서의 수치의 전당에 대하여 어떻게 인식하고 있는가를 조사하는 것이다. 2002년도에 ○○교육대학교에서 `체육교육 1`을 수강한 120명의 예비교사들을 대상으로 `체육에서의 수치의 전당`(Williams, 1992, 1994)에 대한 견해를 조사하였다. ""체육에서의 수치의 전당 1""에서 Williams의 활동에 53.0%(193/360)가 수정 방안을 제시하거나 동의하지 않았다. 가장 논란이 많았던 활동은 피구, 발야구와 릴레이였다. ""체육에서의 수치의 전당 11"" 항목 중에서 술래잡기가 가장 논란이 많았는데 거의 66.7%(44/68) 달하는 예비교사들이 수정을 제안하거나 동의하지 않았으며 시몬 가라사대와 지저분한 뒷마당이 그 뒤를 이었다. 대부분의 예비교사들은 이런 활동들이 체육교육과정에 부적절한 활동들이라고 지적을 하였다. 대부분의 예비교사들은 아무런 의식 없이 당연하게 생각했던 활동들이 수치의 전당에 포함된다는 것을 발견하였고 체육에서 가르쳐야 할 내용에 대하여 다시 생각해보게 되었다.","The purpose of this study was to investigate preservice teacher the perceptions of appropriate activities in elementary physical education. The subjects were 120 preservice teachers who took `Teaching Physical Education I`, taught by the investigator of this study in 2002. The perceptions of preservice teachers about `Hall of Shame in Physical Education` (Williams, 1992, 1994) were examined in detail. Overall, the preservice teachers agreed with Williams in 53.6%(193/360) of the citations in `PEHOS Ⅰ`. The most controversial activities were Dodgeball, Kickball, and Relay Races. In `PEHOS Ⅱ`, Tag was the most controversial activity, with 44 out 68 preservice teachers disagreing with Williams, and followed by `Simon Says` and `Messy Back Yard`. Most preservice teachers believed that these activities are inappropriate for elementary physical education curricula without any modifications. Overall, they found that those taken for granted activities frequently used without consciousness nor critique during physical education were eligible for the Hall of Shame inductees. This led them to reconsider how physical education might be taught."
김병준,2004.04,중고생의 인터넷 사용과 체력·학업 성취의 관계,Internet Use and It`s Relationships to Physical Fitness and Academic Achievement in Middle and High school Students,"중고생의 인터넷 사용과 체력, 학업 성취의 관계를 분석하기 위해 경기도 지역의 남여 중고생714명을 대상으로 인터넷 사용 실태, 체력 점수, 학업 성취에 대하여 조사하였다. 학생들은 주당 평균 11.5시간 정도 인터넷을 사용하고 있었다. 학생들은 주로 인터넷 게임, 웹검색, 이메일 등의 목적으로 인터넷을 사용하고 있었다. 남학생의 경우 68.2%가 인터넷 게임 목적으로 인터넷을 사용하는 반면 여학생들은 이메일, 인터넷 게임, 웹검색 등으로 사용목적이 다양했다. 학생들의 인터넷 사용 시간과 인터넷 사용과 체력 점수간에는 관련성이 적었다. 인터넷 사용 시간과 학업성취 사이에는 부정적인 관계가 있었는데, 사용시간이 많을수록 성적 평균과 반석차가 감소하는 추세를 보였다. 마지막으로 체력과 학업 성취 관계에서 체력 총점이 높아질수록 성적 평균이 상승하는 관계가 발견되었지만 강도는 낮은 편이었다. 성적 상위권 학생들은 하위권 학생에 비해 체력 점수가 더 좋았지만 성적이 놓은 학생들의 여가운동 참가 빈도는 상대적으로 낮았다 결국, 인터넷 사용은 청소년의 체력과 여가운동 참여에 부정적인 영향을 준다는 증거는 찾을 수 없었다.","A total of 719 male and female students in 5 middle and 2 high schools responded to a questionnaire designed to assess their leisure-time internet use. School physical fitness scores and school academic achievement data were also collected. On average, the students used internet about 12 hours per week. Females and middle school students spent more time using internet compared to their counterparts. Students who use internet mainly for surfing tended to score 10% higher on their academic achievement compared to those who use internet for game and chatting. Moderate negative correlation was found between internet use and academic achievement. No correlation was found between internet use and physical fitness scores. High academic achievers tended to score higher on school physical fitness test, but were less likely to participate in leisure time physical activity. Taken together, the findings suggest that internet use would have no appreciable influence on the physical fitness and leisure time physical activity of the middle and high school students."
박찬권,2004.04,초등학교 게임수업에서의 학생참여유형 분석,An Analysis of Student Participation Styles in Elementary School Ball Game Lessons,"본 연구의 목적은 초등학교 게임수업에서 학생참여유형을 알아보는 데 있다. 이러한 연구목적을 달성하기 위하여 서울특별시에 소재하고 있는 초등학교의 4학년 수업을 1학기 동안(2008. 9. 5 ~ 2002 .2. 20) 관찰하였다. 서술관찰, 참여관찰, 교사면담, 학생면담 등의 기법을 이용하여 수집된 자료는 항시 비교법에 의하여 분석하였으며, 자료의 진실성을 마보하기 위하여 구성원간 검토, 동료간 협의, 다각도 분석법울 이용하였다. 본 연구의 결과 학생 참여유형은 `리더형`, `승리집착형`, `보조형`, `욕구불만형`, `소외형` 등 다섯 가지로 구분 되었다. `리더형` 학생들은 기능 수준이 놓고 게임의 전술을 잘 알며 게임 운영이 뛰어나 팀 내에서 주장 역할을 하였고, `승리집착형` 학생들은 기능 수준이 높고 경쟁의식과 승부욕이 강했다. `보조형` 학생들은 기능 수준은 중간 정도이고 팀 동료를 잘 돕는 역할을 하였고, `욕구불만형` 학생들은 게임을 하고자 하는 의욕은 있으나 팀 동료에 대해 불만을 많이 가졌으며, `소외형`학생들은 기능 수준이 극히 낮고 동료들로부터 소외되어 수업에 소극적이고 피동적이었다.","The purpose of this study was to identify the student participation styles in elementary school ball game lessons. To identify the different student participation styles, the student interaction patterns with regards to the factors such as subject, teacher, peer students were closely investigated. The data were collected through various qualitative methods such as observation and interviews. In attempting to achieve this purpose, elementary school ball game lessons at an elementary school were observed during the second semester of 2001. The data were analyzed by using constant comparative methods and the reliability of the data was confirmed through member checks, peer debriefing, and triangulations. The five styles of participation in elementary school ball game lessons consisted of `the leaders` , `the triumph pursuers` , `the assistants` , `the discontented` , and `the alienated` .  `The leaders` were highly skilled and took the role of the captain. `The triumph pursuers` were also highly skilled, but because of their eagerness to have victory and triumph and higher level of competitiveness than the other students, they tried to win every game they play. `The assistants` had medium skill level and assisted their teammates or their peers. `The discontents` tried to play hard, but they complained about their roles to their team members during the games. `The alienated` were very poorly skilled and were almost arranged to subordinate their role as a defense position."
강신복,2003.12,한국스포츠교육학 연구의 동향과 향후 과제,The Trends and Tasks of Sport Pedagogy in Korea,"스포츠교육학은 체육 교육 현장에 유용한 정보를 제공하고 현장을 개선하는 목적으로 다양한 맥락 안에서 이루어지는 교수와 코칭을 다양한 관점으로 탐구하는 학문이다. 초기에는 스포츠교육학이 학교체육의 실천과 교사양성에 주된 초점을 맞추었지만, 체육학문화 운동 이후 사회체육, 전문체육까지 포함하여 교육과정, 교수와 코칭, 교사(지도자) 양성 등으로 연구 영역이 확대되었다. 이 같은 동향은 한국스포츠교육학의 성장과정에서도 동일하게 나타난다. 특히 한국스포츠교육학은 1980년대 말부터 박사 과정의 개설, 그리고 1994년 한국스포츠교육학회가 창립되고 학회지가 출간됨으로써 태동되었고, 그 후 현재까지 학문적 성장기에 있다. 이후 한국스포츠교육학이 보다 중흥을 이루기 위해서는 그간의 연구 성과들을 성찰해 보는 것이 무척 중요하다. 최근 선진 외국의 경우에도 지나간 연구 성과들을 고찰함으로써 새로운 과제를 모색하려는 노력을 많이 기울이고 있다. 이에 본 연구는 한국스포츠교육학의 연구동향을 분석하고 향후 과제를 모색하는 데 목적을 두고 주요 학회지에 게재된 논문과 박사학위 논문을 중심으로 지난 10여 년간 발표된 스포츠교육학 관련 논문들을 탐색하였다. 그 결과, 한국스포츠교육학은 크게 학교체육, 사회체육, 전문체육 영역에서 다양한 주제로 연구되어져 왔으나 비교적 학교체육 중심의 연구가 지배적인 것으로 나타났다. 또한, 향후 과제로서 이론과 실제의 문제, 연구 패러다임의 문제, 그리고 학문 자립성의 문제 등을 해결하기 위한 노력이 시급하다는 것을 지적하였다.","Sport pedagogy is the sub-discipline of Human Movement Studies, which explores the teaching and coaching practiced in the various contexts from the multiple perspectives in order not only to provide a useful theoretical information but also to improve the practice of physical education. In the beginning era of sport pedagogy, it had focused both on practicing the school physical education and on preparing physical education teachers. After the disciplinary movement which was prompted by Henry(1964) in the early 1960s, sport pedagogy has extended its research scope from the school physical education to the leisure and elite sports. Also it has focused mainly on the curriculum, teaching/coaching, and teacher education. These trends could be observed simultaneously in the history of Korean sport pedagogy`s growth. Especially Korean sport pedagogy has been quickened and grown up with a successive process such as opening the doctoral program in the early 1980s, establishing Korean Association of Sport Pedagogy(KASP) in 1994, and publishing the Korean Journal of Sport Pedagogy. Now it is very important to review the research outcome which was accumulated by much of researches for developing Korean sport pedagogy. Recently many of leading sport pedagogues in foreign countries have tried to review the past research findings for exploring new tasks. Therefore, the purpose of this study is to analyze the research trends of Korean sport pedagogy and to suggest the research direction and practical tasks. So this study explored the domestic doctoral theses and the articles related to sport pedagogy, which were published in major professional journals such as Korean Journal of Physical Education and Korean Journal of Sport Pedagogy during the past decade. As the result, Korean sport pedagogy was studied in the realms of the school physical education, leisure sports, and elite sports with the various themes, but relatively the studies of the school physical education led Korean sport pedagogy in quantity and quality. And the problems to be solved are pointed out with following three tasks: ⑴ the gaps between theory and practice, ⑵ the research paradig, and ⑶ the academic independence."
방열,2003.12,전문체육과 스포츠교육학의 이해,"Korea has Become a Strong Nation in Elite Sport, Now Ranking Among the Worlds Big Ten in this Field","우리나라의 엘리트체육(이하 전문체육)은 세계 10위권 수준임을 자랑하는 스포츠 강국이다. 물론 이러한 성과는 국가의 이미지 및 위상제고, 국민통합 및 자긍심 고취, 등을 위해 정부가 중점적으로 육성·지원정책을 펴온 결과라는 것을 부인할 수는 없다. 그러나 현실적으로 전문체육은 비정상적으로 발전해온 부분이 있다는 것 또한 부인할 수 없다. 즉 전문체육은 학교체육이나 사회체육과 연계되어 이루어져야 하는데 그 연결 고리가 연계되지 못하고 단절되어 있다는 점이다. 이러한 원인은 학교체육이나 사회체육이 추구하는 이상이나 목적이 전문체육의 그것과는 너무나도 극명한 차이를 보이고 있는데서 찾아 볼 수 있을 것이다. 특히 전문체육의 한 영역으로서 학원스포츠는 1964년 동경올림픽 이후 한국체육의 근간이 되어왔다. 그러나 이미 그때부터 진정한 아마추어리즘으로서의 학원스포츠는 그 모습을 스스로 포기한지 오래되었다. 국가의 근시안적인 현혹 정책과 각종 포상과 연금제 그리고 프로스포츠의 유혹에서 어린 학생선수들은 학생으로서의 자신의 위치를 잃었고, 지나치게 상업화되어 가는 경향이 두드러진 현상으로 나타나고 있기 때문이다. 학원스포츠의 이러한 문제의 원인과 해결책을 이제는 교육적인 관점에서 이해해야 할 필요가 있으며, 따라서 스포츠에서의 교육학적인 측면의 접근과 역할이 다양하게 이루어져야 할 것이다. 지금까지 스포츠교육학 연구는 대부분 학교체육에 집중되어왔으며 내면적으로도 체육교사와 학생간에 이루어지는 정과체육수업만에 집중되어 이루어짐으로써 학교체육의 한 단면만을 바라보는 경향이 많았다. 그러므로 타 학문분야에 비해 체육학의 전반적인 분야에서 다양하게 접근하지 못하고 있음을 인정해야 할 것이다. 전문체육은 크게 아마추어스포츠(이하 학원스포츠) 측면과 프로스포츠 측면으로 구분하고 학원스포츠는 전인교육차원에서, 프로스포츠는 직업적인 차원으로 이해할 필요가 있다. 따라서 전문체육은 학교체육과 사회체육의 근간을 바탕으로 이루어진다는 것을 전제할 때 그동안 소홀히 해왔던 전문체육의 스포츠교육학적인 접근이 활발히 이루어져야 미래지향적인 스포츠강국을 유지해 나갈 수 있을 것이다.","It is true that this result might be largely ascribable to the Government, which has strenuously pursued various policy measures to support and promote this sector on a preferential basis, in an effort to enhance the national image and prestige and stimulate the integration and prides of the nation through elite sport.  On the other hand, there is no denying that the development in the Korean elite sport has involved some abnormal aspects, e.g. the lack of its close linkage with general school sport and sport for all, which is normally thought to be essential to the development of elite sport. This may be due to the significant difference in the objectives pursued by Korean elite sport from the normal objectives of school sport and sport for all.  Since the 1964 Olympics in Tokyo, general school sport have been the backbone of Korean sports, as part of elite sport. This means that at the same time Korean school sport started to lose its original position, getting rapidly out of amateurism. The Governments short-sighted policies, including some luring incentives (e.g. rewards and annuities), and increasing temptations from professional sport, have driven young sport players at school out of their genuine position as students into severe commercialism. Now it appears to be desirable to look into these problems with school sport from the pedagogic point of view. Sport Pedagogic approaches will also be required for the solutions of these problems.  It appears that studies in the sport pedagogy in Korea have thus far focused on limited areas of physical education for students, which may be represented largely by routine sports lessons carried out between teachers and students. As in other academic fields, the sport pedagogy would need to widen its study areas to cover overall aspects of education, based on more diversified approaches.  It can be said that elite sport is composed of two broad components amateur sport (represented by school sport) and professional sport. The former should be understood from the viewpoint of education for the whole man, while the latter is based on professionalism.  Given that elite sport should be based on school sport as well as sport for all. It is therefore suggested that mort active sport pedagogic approaches to elite sport should be made, if Korea is to continue to develop as a future-oriented strong sport country."
한국스포츠교육학회,2003.12,스포츠교육학과 사회체육,Sports Pedagogy Approach in Sports for All,"본 연구는 스포츠교육의 역할 및 기대의 변화와 스포츠교육학의 개념 및 학문적 특성과 구성요소 등에 대해 살펴보고 이를 근거로 스포츠교육학과 사회체육의 관계를 고찰하여 스포츠교육학의 중요한 연구영역으로써의 사회체육의 당위성을 제시하는데 목적이 있다. 이러한 목적을 달성하기 위하여 참고문헌과 관련 선행연구들을 중심으로 스포츠의 역할 및 기대변화에 따른 스포츠교육학의 역할확대, 스포츠교육학의 개념과 학문적 특성 등을 고찰하였다. 그리고 스포츠교육학과 사회체육의 공통요소와 문제영역을 놀이, 운동, 건강, 체력의 4개영역으로 구분하여 살펴보았으며, 사회체육의 교육적 요소는 활동목표 지도자, 활동내용(프로그램), 학습자(참여자), 활동의 장 등을 중심으로 사회체육의 교육적 특성을 강조함으로써 상호관련성을 제시하였다. 끝으로 사회체육(학)의 학문적 정체성 및 발전추구, 사회체육 현장연구, 타 전공(학과) 및 기관과의 연계를 위한 노력, 사회체육지도자 교육프로그램개발 및 효율적인 운영, 스포츠교육학 전공을 통한 사회체육 관련 진로교육 및 진로개척의 내용을 중심으로 사회체육의 발전을 위한 스포츠교육학의 과제에 대해 고찰하였다.","The purpose of study was to present the needs of sports for all as an important area of study in sports pedagogy through studying the relationship between sports pedagogy and sports for all, based on the changed role of sports education and concepts, components, and academic characters of sports pedagogy.  To fulfill the purpose of study, references and literature were reviewed to find out a new and expanded role, a new concept, and new academic characters of sports pedagogy.  Four areas of play, fitness, health, sports were observed as common factors and problem areas between spots pedagogy and sports for all. The interrelationship of sports for all to sports pedagogy were suggested by focusing on four areas of education factors such as leader, the contents of activity (program), learner(participants), and the active field in sports for all.  Finally, the possible tasks of sports pedagogy to promote sports for all were discussed in the contents of identifying sports for all as the domain of academy, establishing In-service program, putting the efforts of collaboration among organizations and the other areas of studies, developing of education programs and its adminstration for leaders of sports for all, and providing career education and promotion in sports for all etc."
류태호,2003.12,한국스포츠교육학의 현장성 강화를 위한 담론,Discourses for Field-based Research in Korean Sport Pedagogy,"한국스포츠교육문학은 학문적 성장을 지속하여 왔으나, 아직도 학교체육 현장은 여전히 과거의 모습이다. 본 논문은 한국 스포츠교육학회 창립 10주년을 맞아 향후 학회가 지향해야 할 과제를 다음과 관점에서 하였다. 우선 스포츠교육학의 학문적 정체성을 탐색하였고, 한국스포츠교육학 연구(탐구)행위는 교육학과 미국 중심의 스포츠교육학이라는 2중의 종속구조에 있음을 밝히며, 스포츠교육학의 이론과 실천에 괴리가 있다는 점을 반성적을 검토하였다. 또한 교사연구자와 현장연구라는 개념을 사용하여 한국스포츠교육학이 학교체육의 현장성을 강하하고 토착적 이론화의 가능성을 탐색하였다.","Korean sport pedagogy is devoted to developing academic level, yet still evolving, field is formidable task. This study proposes the possible tasks for that korean sport pedagogy association makes progress in tenth anniversary. I inquire disciplinary identity of sport pedagogy. and examine closely that korean sport pedagogy research is under double subordinate to general education and american sport pedagogy. I found that there is the deep gap between theory and practice in sport pedagogy. Regarding these points, I proposed discourses on field-based research in terms of teacher-as-research and practitioner research, and inquired the possibility of indigenization of sport pedagogy."
유정애,2003.12,체육 교과 지식의 의미 재정립에 따른 학습 영역 구조의 방향,The Meaning of Knowledge and Directions of Learning Domains in Physical Education,"전통적으로 체육 교과에서의 학습 영역은 인지적 영역(지식), 정의적 영역(태도), 심동적 영역(기능)으로 구분되어 왔다. 이 3분류는 체육 교육의 계획, 실행, 평가에 전반적인 영향을 미쳐 왔다. 학교 체육 교육의 목적을 실현하는데 긍정적인 영향을 주었던 것은 사실이나. 동시에 부정적인 효과를 가져오고 있을 뿐 아니라 체육 교육의 철학과 목적을 온전히 구현하는데 제한점으로 작용을 하고 있다. 본 글에서는 현행 활용되고 있는 학습 영역의 제한점으로 학습 영역 간의 분절, 편중된 심동적 영역 교육, 암기위주의 인지적 영역 교육, 그리고 정의적 영역의 교육 부재를 제시하였다. 이 제한점을 해결하기 위한 방안으로 대안적인 학습 영역 구조의 필요성을 제기하고, 이를 위해 체육 교과의 핵심인 신체활동에 내재되어 있는 지식의 의미를 재정립하며, 이에 따른 학습 영역 구조를 제안하였다. 이 학습 영역은 우선 체육 교과에서 재정립된 지식의 2가지 유형(개념적 지식군과 실천적 지식군)과 지식의 사고 과정(기억, 발견, 창조)의 조합으로 나타나는 3가지 영역(체험, 적용, 감상)으로 구성되어 있다. 본 글에서 대안적으로 제시된 학습 영역은 향후 체육과 교육과정 및 교과서, 수업 등에 효과적으로 활용될 수 있을 것이다.","Physical education contributes to the development of cognitive, affective, psychomotor domains unlike other subjects at schools. But it is not clear whether physical education greatly contributes to the development of a whole person of not because of insufficient research evidence on this agenda. Some people have recently pointed out that these learning domains have had good points, but also limitations when it comes to physical education. Regarding this matter, this section mostly focuses on the following four parts: discrete learning domains, skill-oriented psychomotor domain, implicit affective domain, and memory-based cognitive domain. In a sense, it is needed to restructure the learning domains beyond cognitive, affective, and psychomotor ones. For this, this paper has re-conceptualized the definition of knowledge in physical education as `physical activity knowledge` or `movement knowledge`. The knowledge in physical education is consisted of two categories: conceptual knowledge and practical knowledge clusters. Based on the knowledge re-conceptualized in this paper, this paper has proposed alternative learning domains such as experience, adaption, and appreciation."
박재정,2003.12,초등학교에서 교사의 성이 편중된 체육수업을 경험한 학생의 인식,Students` Perceptions of the Elementary Physical Education Classes Where the sex of the Teachers is Biased,"이 연구의 목적은 교사의 성이 편중된 체육수업을 경험한 학생의 인식을 분석하여 체육수업에서 교사의 편중된 성이 학생들에게 미치는 영향을 살펴보는 것이다. 이를 위해, 3학년부터 6학년까지 남자교사에게 서민 체육수업을 받은 남·녀 학생 각2명 총 6명의 연구참여자를 대상으로 수업관찰, 심층면담, 문서자료를 통해 자료수집을 하였다. 수집된 자료는 사례 기록과 귀납적 범주 분석 방법에 의해 분석되었고, 자료의 진실성을 높이기 위하여 구성원간 검토, 동료 및 전문가 협의, 다각도 분석법을 이용하였다. 연구 결과 교사의 성이 편중된 체육수업을 경험한 학생의 인식은 교과관, 교사관, 평가관, 수업개선관으로 범주화되었다. 남자교사에게서만 체육수업을 받은 학생의 교과관은 성취감을 느낄 수 있는 교과, 재미있는 자유시간이라는 인식이고, 교사관에서는 선생님은 운동을 다 잘한다는 인식과 선생님이 무식하다는 인식이, 평가관에서는 평가가 정확하지 않다는 인식이 나타났다. 수업개선관에서는 지금까지의 체육수업 경험에 기초하여 준비운동이 좀 더 다양하고 흥미롭게 개선되기를 원했고, 체육수업시간이 더 늘어났으면 좋겠다는 인식이 나타났다. 여자교사에게서만 체육수업을 받은 학생의 교과관에서는 체육교과는 다음에 쓸모가 없다는 인식이, 교사관에서는 기본기가 약하다는 인식과 수업시간에 교사가 보이지 않는다는 인식이 나타났다. 평가관에서는 수업시간에 배운 것과 평가하는 것이 다르다는 인식이 강하게 나타났으며, 체육수업 개선관에서는 남자교사와 체육수업을 하고싶다는 인식과 전담교사에 의한 체육수업으로 개선되기를 원했다.","This research is intended to analyze the perceptions of students who have experienced the physical education class where the teacher is preponderated in gender, and to observe educational effects and influences in those classes. The perceptions of students who were participated in this research, are categorized as the view towards the subject, teachers, and the view of evalution and teaching improvement.  The result is as follows. Students who have been taught only by male teachers describe physical education class as `a class that makes students feel achievement` or `an exciting free class`. As the view towards teachers, teachers are regarded not only as `people who are good at all kinds of sports` but also as `ignorant people somehow`. In the view of evaluation, it is reported that teachers` assessment is kind of unfair and is not accurate. In the view of study improvement, based on the experience of the physical education classes, it is recognized that students want warming-up exercises to be more various and interesting and physical education class time to be increased more. In contrast, students who have learned only from female teachers report that physical education class is useless as the view for the subject, and as the view towards teachers, students mention that teachers` basic skills are weak and teachers are not visible in classes. In the view of evaluation it is thought that evaluation is different from what they have learned in classes and as the view of study improvement, students show their wishes to have a class with a male teacher and to have a improved class with the teacher who has the exclusive responsibility of the class."
